City,District,Price,Brand,Series,Model,Year,Fuel,Tranmission,Km,Chasis,Power,Engine,Drive,Color,From
Eskişehir,Tepebaşı,90750,Volvo,S60,1.6 D Premium,2014,Dizel,Yarı Otomatik,156000,Sedan,101,1401,Forward,Siyah,Dealer
Samsun,Atakum,9999,Tofaş,Şahin,1.6 ie,2000,Benzin & LPG,Manuel,200000,Sedan,76,1401,Back,Beyaz,Owner
Ankara,Çankaya,164000,Audi,A6,A6 Sedan 3.0 TDI Quattro,2012,Dizel,Yarı Otomatik,203400,Sedan,245,2967,4WD,Siyah,Dealer
Aydın,Efeler,15000,Renault,R 9,1.4 Broadway GTE,1993,Benzin & LPG,Manuel,202000,Sedan,83,1390,Forward,Beyaz,Dealer
Sakarya,Adapazarı,48750,Dacia,Lodgy,1.5 dCi Laureate,2014,Dizel,Manuel,70000,Station Wagon,90,1461,Forward,Beyaz,Dealer
Sakarya,Adapazarı,48750,Dacia,Lodgy,1.5 dCi Laureate,2014,Dizel,Manuel,70000,Station Wagon,90,1461,Forward,Beyaz,Dealer
Antalya,Muratpaşa,66000,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2014,Dizel,Manuel,132000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Owner
İstanbul,Kartal,33500,Toyota,Corolla,1.4 Terra,2005,Benzin,Manuel,129000,Sedan,76,1201,Forward,Gri,Owner
İstanbul,Kağıthane,80000,Peugeot,508,1.6 e-HDi Access,2015,Dizel,Yarı Otomatik,59600,Sedan,101,1401,Forward,Gri,Owner
İstanbul,Bağcılar,43000,Dacia,Sandero,1.5 dCi Stepway,2016,Dizel,Manuel,0,Hatchback 5 kapı,90,1461,Forward,Sarı,Dealer
İstanbul,Bağcılar,46000,Dacia,Sandero,1.5 dCi Stepway,2016,Dizel,Manuel,0,Hatchback 5 kapı,90,1461,Forward,Sarı,Dealer
İzmir,Menemen,14650,Hyundai,Accent,1.3 LS,1998,Benzin & LPG,Manuel,215000,Sedan,75,1341,Forward,Beyaz,Dealer
Konya,Selçuklu,26750,Hyundai,Getz,1.5 VGT,2011,Dizel,Manuel,260000,Hatchback 5 kapı,76,1401,Forward,Gri,Dealer
Konya,Selçuklu,26750,Hyundai,Getz,1.5 VGT,2011,Dizel,Manuel,260000,Hatchback 5 kapı,76,1401,Forward,Gri,Dealer
Tokat,Merkez,65000,Fiat,Egea,1.3 Multijet Urban,2015,Dizel,Manuel,30000,Sedan,76,1201,Forward,Beyaz,Owner
Nevşehir,Ürgüp,13000,Skoda,Felicia,1.6 GLXi,1997,Benzin & LPG,Manuel,303000,Station Wagon,51,1401,Forward,Siyah,Owner
Ankara,Elmadağ,12500,Skoda,Felicia,1.6 GLXi,1997,Benzin & LPG,Manuel,304000,Station Wagon,51,1401,Forward,Siyah,Owner
Tokat,Merkez,49500,Chevrolet,Cruze,1.6 Sport Plus,2013,Benzin & LPG,Manuel,84000,Sedan,124,1598,Forward,Beyaz,Owner
Tokat,Merkez,49500,Chevrolet,Cruze,1.6 Sport Plus,2013,Benzin & LPG,Manuel,84000,Sedan,124,1598,Forward,Beyaz,Owner
Tokat,Merkez,49500,Chevrolet,Cruze,1.6 Sport Plus,2013,Benzin & LPG,Manuel,87500,Sedan,124,1598,Forward,Beyaz,Owner
Kayseri,Melikgazi,11000,Volkswagen,Jetta,1.6 GL,1984,Dizel,Manuel,250000,Sedan,51,1401,Forward,Kırmızı,Dealer
İzmir,Karşıyaka,24000,Mercedes - Benz,280,280 SE,1985,Benzin & LPG,Manuel,350000,Sedan,176,2501,Back,Siyah,Owner
İzmir,Karşıyaka,23250,Mercedes - Benz,280,280 SE,1985,Benzin & LPG,Manuel,350000,Sedan,176,2501,Back,Siyah,Owner
İstanbul,Kadıköy,66000,Toyota,Corolla,1.4 D-4D Touch,2014,Dizel,Yarı Otomatik,135000,Sedan,90,1364,Forward,Beyaz,Dealer
İstanbul,Bağcılar,219000,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,Dizel,Otomatik,8000,Sedan,126,1401,Back,Mavi,Dealer
Ankara,Etimesgut,18500,BMW,3 Serisi,316i Standart,1990,Benzin & LPG,Manuel,280000,Sedan,76,1401,Back,Siyah,Owner
Gaziantep,Şehitkamil,72500,Skoda,Superb,1.6 TDI Elegance,2012,Dizel,Manuel,148000,Sedan,105,1598,Forward,Siyah,Dealer
İstanbul,Avcılar,30000,Hyundai,Accent Era,1.5 CRDi-VGT Select,2009,Dizel,Manuel,180000,Sedan,110,1493,Forward,Beyaz,Dealer
İstanbul,Pendik,90000,Mercedes - Benz,S,S 430 430 L,2004,Benzin & LPG,Yarı Otomatik,300000,Sedan,279,4266,Back,Siyah,Owner
Antalya,Alanya,45500,Dacia,Lodgy,1.5 dCi Laureate,2013,Dizel,Manuel,149000,Station Wagon,76,1401,Forward,Füme,Dealer
Antalya,Alanya,43500,Dacia,Lodgy,1.5 dCi Laureate,2013,Dizel,Manuel,149000,Station Wagon,76,1401,Forward,Füme,Dealer
Antalya,Alanya,45900,Dacia,Lodgy,1.5 dCi Laureate,2013,Dizel,Manuel,149000,Station Wagon,76,1401,Forward,Füme,Dealer
Bolu,Merkez,35000,Peugeot,407,1.6 HDi Premium,2008,Dizel,Manuel,220000,Sedan,110,1560,Forward,Mavi,Owner
Konya,Bozkır,17500,Mercedes - Benz,190,190 E 2.0,1989,Benzin & LPG,Manuel,36000,Hatchback 5 kapı,76,1801,Back,Gümüş Gri,Dealer
İstanbul,Maltepe,34950,Mini,Cooper,1.6,2004,Benzin,Manuel,228000,Hatchback 3 kapı,115,1598,Forward,Sarı,Dealer
Ankara,Yenimahalle,35000,Skoda,Roomster,1.4 TDI Style,2008,Dizel,Manuel,267000,Station Wagon,51,1401,Forward,Gri,Owner
Ankara,Yenimahalle,35000,Skoda,Roomster,1.4 TDI Style,2008,Dizel,Manuel,267000,Station Wagon,51,1401,Forward,Gri,Owner
Diyarbakır,Kayapınar,42000,Audi,A6,A6 Sedan,2002,Benzin & LPG,Yarı Otomatik,206500,Sedan,250,2671,4WD,Bordo,Owner
İstanbul,Kağıthane,28600,Seat,Ibiza,1.4 TDI Stylance,2006,Dizel,Manuel,171030,Hatchback 5 kapı,76,1401,Forward,Beyaz,Owner
Denizli,Merkez,29750,Ford,Mondeo,2.0 TDCi Ghia,2005,Dizel,Manuel,178000,Sedan,126,1801,Forward,Gümüş Gri,Dealer
İstanbul,Bakırköy,72000,Opel,Insignia,2.0 CDTI Cosmo,2011,Dizel,Otomatik,93000,Sedan,160,1956,Forward,Beyaz,Owner
İstanbul,Bakırköy,72000,Opel,Insignia,2.0 CDTI Cosmo,2011,Dizel,Otomatik,93000,Sedan,160,1956,Forward,Beyaz,Owner
İstanbul,Ataşehir,555780,Porsche,Cayman,S,2013,Benzin,Yarı Otomatik,21318,Coupe,325,3436,Back,Siyah,Dealer
Aydın,Nazilli,23500,Fiat,Albea,1.2 EL,2004,Benzin,Manuel,160000,Sedan,76,1201,Forward,Gümüş Gri,Owner
Erzurum,Yakutiye,67500,Skoda,Fabia,1.2 TSI Style,2016,Benzin,Yarı Otomatik,41000,Hatchback 5 kapı,110,1197,Forward,Yeşil,Dealer
İzmir,Konak,127500,Mercedes - Benz,E,E 55 AMG,2004,Benzin,Yarı Otomatik,356000,Sedan,476,5439,Back,Füme,Dealer
İstanbul,Sarıyer,79500,Skoda,Octavia,1.6 TDI Elegance,2013,Dizel,Yarı Otomatik,75000,Sedan,101,1401,Forward,Kahverengi,Owner
Trabzon,Ortahisar,28000,Peugeot,307,1.6 XS,2004,Benzin,Yarı Otomatik,130000,Hatchback 5 kapı,101,1401,Forward,Gri,Dealer
Kayseri,Kocasinan,13000,Lada,Vega,1.5,2004,Benzin,Manuel,114000,Station Wagon,76,1401,Forward,Gümüş Gri,Dealer
Düzce,Merkez,74500,Toyota,Avensis,2.0 Premium,2012,Benzin & LPG,Yarı Otomatik,104000,Sedan,152,1987,Forward,Siyah,Dealer
Ankara,Gölbaşı,37500,Lancia,Delta,1.6 Mjet,2009,Dizel,Manuel,269000,Hatchback 5 kapı,101,1401,Forward,Gri,Owner
Kütahya,Merkez,13450,Renault,R 9,1.4 Broadway GTE,1994,Benzin & LPG,Manuel,214600,Sedan,83,1390,Forward,Mavi,Dealer
Kastamonu,Merkez,28000,Peugeot,206,1.4 Feline,2006,Benzin,Manuel,135000,Hatchback 5 kapı,51,1201,Forward,Siyah,Owner
Muğla,Ortaca,24000,Ford,Focus,1.6 Comfort,2004,Benzin & LPG,Manuel,615000,Sedan,100,1596,Forward,Beyaz,Dealer
Kırıkkale,Merkez,61000,Seat,Toledo,1.4 TSI Style,2013,Benzin,Yarı Otomatik,50000,Hatchback 5 kapı,122,1390,Forward,Beyaz,Owner
İstanbul,Ümraniye,35500,Toyota,Corolla,1.4 D-4D Plusline,2007,Dizel,Yarı Otomatik,245000,Sedan,90,1364,Forward,Gümüş Gri,Owner
Giresun,Merkez,37000,Subaru,Impreza,1.5 AWD,2008,Benzin & LPG,Otomatik,128000,Hatchback 5 kapı,107,1498,4WD,Siyah,Dealer
Giresun,Merkez,36500,Subaru,Impreza,1.5 AWD,2008,Benzin & LPG,Otomatik,128000,Hatchback 5 kapı,107,1498,4WD,Siyah,Dealer
Samsun,Çarşamba,18500,Mercedes - Benz,200,200 E,1988,Benzin & LPG,Manuel,202100,Sedan,118,1997,Back,Bej,Owner
Ankara,Çubuk,53750,Peugeot,208,1.4 HDi Active,2014,Dizel,Yarı Otomatik,60000,Hatchback 5 kapı,68,1398,Forward,Beyaz,Owner
Samsun,İlkadım,255000,Chevrolet,Corvette,C6,2006,Benzin,Yarı Otomatik,62000,Coupe,404,5967,Back,Kırmızı,Dealer
Samsun,İlkadım,255000,Chevrolet,Corvette,C6,2006,Benzin,Yarı Otomatik,62000,Coupe,404,5967,Back,Kırmızı,Dealer
Samsun,İlkadım,255000,Chevrolet,Corvette,C6,2006,Benzin,Yarı Otomatik,62000,Coupe,404,5967,Back,Kırmızı,Dealer
İstanbul,Sarıyer,94000,Volkswagen,Golf,1.4 TSi Highline,2015,Benzin,Manuel,17500,Hatchback 5 kapı,122,1395,Forward,Mavi,Owner
İstanbul,Kadıköy,25750,BMW,3 Serisi,318is,1994,Benzin & LPG,Otomatik,250000,Sedan,140,1796,Back,Siyah,Owner
İstanbul,Beylikdüzü,26900,Kia,Cerato,1.5 CRDi EX,2006,Dizel,Manuel,270000,Hatchback 5 kapı,102,1493,Forward,Beyaz,Dealer
İstanbul,Başakşehir,56000,Mazda,6,2.0 Dynamic,2010,Benzin,Yarı Otomatik,147000,Sedan,126,1801,Forward,Beyaz,Owner
Tokat,Merkez,150500,BMW,3 Serisi,320i ED Sport Line,2014,Benzin,Yarı Otomatik,81000,Sedan,170,1598,Back,Kırmızı,Owner
Tokat,Merkez,155500,BMW,3 Serisi,320i ED Sport Line,2014,Benzin,Yarı Otomatik,85500,Sedan,170,1598,Back,Kırmızı,Owner
Ordu,Altınordu,115000,BMW,7 Serisi,730d Standart,2007,Dizel,Yarı Otomatik,246000,Sedan,231,2993,Back,Siyah,Dealer
Gaziantep,Şehitkamil,26000,Opel,Corsa,1.2 Enjoy,2005,Benzin,Manuel,140000,Hatchback 5 kapı,80,1229,Forward,Bordo,Dealer
Kocaeli,Gebze,34000,Toyota,Corolla,1.4 D-4D Comfort,2008,Dizel,Manuel,157000,Sedan,90,1364,Forward,Siyah,Dealer
İstanbul,Beşiktaş,494550,Porsche,911,Turbo,2007,Benzin,Manuel,47000,Coupe,480,3600,4WD,Gri,Owner
İstanbul,Beşiktaş,476700,Porsche,911,Turbo,2007,Benzin,Manuel,47000,Coupe,480,3600,4WD,Gri,Owner
İstanbul,Pendik,14900,Mercedes - Benz,200,200,1986,Benzin & LPG,Manuel,43000,Sedan,109,1997,Back,Yeşil,Owner
Ankara,Mamak,52000,Volvo,S40,1.6 D Prime,2011,Dizel,Manuel,195000,Sedan,101,1401,Forward,Gri,Owner
Kocaeli,Gebze,29750,Renault,Symbol,1.5 dCi Authentique,2011,Dizel,Manuel,220000,Sedan,76,1401,Forward,Beyaz,Dealer
Konya,Karatay,48250,Volvo,S60,2.4 D,2007,Dizel,Yarı Otomatik,213000,Sedan,176,2001,Forward,Siyah,Dealer
Kayseri,Melikgazi,30000,Mini,Cooper,1.6 Coupe,2003,Benzin & LPG,Manuel,256000,Coupe,101,1401,Forward,Gümüş Gri,Owner
Kayseri,Melikgazi,29999,Mini,Cooper,1.6 Coupe,2003,Benzin & LPG,Manuel,258000,Coupe,101,1401,Forward,Gümüş Gri,Owner
İstanbul,Sancaktepe,41500,Audi,A3,A3 Sportback 1.4 TFSI 1.4 TFSI,2009,Benzin,Manuel,153000,Hatchback 3 kapı,125,1390,Forward,Siyah,Owner
Denizli,Pamukkale,60000,Toyota,Auris,1.4 D-4D Active,2013,Dizel,Manuel,98000,Hatchback 5 kapı,90,1364,Forward,Gri,Dealer
Denizli,Pamukkale,60000,Toyota,Auris,1.4 D-4D Active,2013,Dizel,Manuel,98000,Hatchback 5 kapı,90,1364,Forward,Gri,Dealer
Antalya,Muratpaşa,55000,Jaguar,X-Type,2.0 D Executive,2008,Dizel,Manuel,200000,Sedan,130,1998,Forward,Gri,Dealer
Antalya,Muratpaşa,51000,Jaguar,X-Type,2.0 D Executive,2008,Dizel,Manuel,200000,Sedan,130,1998,Forward,Gri,Dealer
İstanbul,Bağcılar,34900,Fiat,Linea,1.3 Multijet Actual,2013,Dizel,Manuel,69000,Sedan,95,1248,Forward,Beyaz,Dealer
Erzurum,Yakutiye,39000,Toyota,Yaris,1.33 Fun,2012,Benzin & LPG,Manuel,13900,Hatchback 5 kapı,99,1329,Forward,Beyaz,Owner
Gaziantep,Şehitkamil,68000,BMW,3 Serisi,320d M Sport,2004,Dizel,Manuel,240000,Sedan,151,2001,Back,Gri,Dealer
İzmir,Karabağlar,45500,Mazda,3,1.6 D Touring,2010,Dizel,Manuel,162000,Hatchback 5 kapı,109,1560,Forward,Gri,Owner
İstanbul,Ümraniye,77500,Audi,A8,3.7 Quattro,2004,Benzin & LPG,Yarı Otomatik,219000,Sedan,276,3501,4WD,Füme,Owner
İstanbul,Ataşehir,88000,Audi,A6,A6 Sedan 2.0 TDI,2009,Dizel,Yarı Otomatik,199000,Sedan,126,1801,Forward,Siyah,Owner
Gaziantep,Şehitkamil,95500,Skoda,Octavia,1.6 TDI Elegance CR,2015,Dizel,Yarı Otomatik,60000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Owner
Gaziantep,Şehitkamil,95500,Skoda,Octavia,1.6 TDI Elegance CR,2015,Dizel,Yarı Otomatik,60000,Hatchback 5 kapı,105,1598,Forward,Beyaz,Owner
Konya,Karatay,18500,Rover,216,Si,1997,Benzin & LPG,Manuel,230000,Hatchback 5 kapı,111,1589,Forward,Beyaz,Dealer
Bayburt,Merkez,88935,Seat,Leon,1.4 TSI FR,2016,Benzin,Yarı Otomatik,13500,Hatchback 5 kapı,150,1395,Forward,Kırmızı,Owner
Bayburt,Merkez,89850,Seat,Leon,1.4 TSI FR,2016,Benzin,Yarı Otomatik,14240,Hatchback 5 kapı,150,1395,Forward,Kırmızı,Owner
İstanbul,Bahçelievler,75400,Mercedes - Benz,E,E 270 CDI Avantgarde,2004,Dizel,Yarı Otomatik,325535,Sedan,177,2685,Back,Siyah,Dealer
İstanbul,Bahçelievler,74400,Mercedes - Benz,E,E 270 CDI Avantgarde,2004,Dizel,Yarı Otomatik,325535,Sedan,177,2685,Back,Siyah,Dealer
Osmaniye,Bahçe,39500,Toyota,Corolla,1.6 Sol,2004,Benzin & LPG,Manuel,186945,Sedan,101,1401,Forward,Gümüş Gri,Owner
Gaziantep,Şehitkamil,139750,Skoda,Superb,1.6 TDI Prestige,2016,Dizel,Otomatik,38965,Sedan,101,1401,Forward,Beyaz,Dealer
Gaziantep,Şehitkamil,145000,Skoda,Superb,1.6 TDI Prestige,2016,Dizel,Otomatik,49856,Sedan,101,1401,Forward,Beyaz,Dealer
Kayseri,Kocasinan,144000,BMW,5 Serisi,520d Comfort,2011,Dizel,Yarı Otomatik,123000,Sedan,176,1801,Back,Beyaz,Owner
Samsun,İlkadım,55500,Opel,Astra,1.3 CDTI Sport,2013,Dizel,Manuel,162000,Hatchback 5 kapı,76,1201,Forward,Kahverengi,Dealer
Isparta,Merkez,131660,Volvo,S80,4.4 VIP,2007,Benzin,Yarı Otomatik,210000,Sedan,315,4414,4WD,Siyah,Owner
Isparta,Merkez,120000,Volvo,S80,4.4 VIP,2007,Benzin,Yarı Otomatik,210000,Sedan,315,4414,4WD,Siyah,Owner
İstanbul,Bağcılar,76800,Ford,Focus,1.5 TDCi Trend X ,2015,Dizel,Otomatik,62000,Sedan,101,1401,Forward,Beyaz,Dealer
Gaziantep,Şahinbey,25500,Ford,Focus,1.6 Ambiente,2001,Benzin & LPG,Manuel,197000,Sedan,76,1401,Forward,Lacivert,Owner
Ankara,Yenimahalle,45999,Chevrolet,Cruze,1.6 Design Edition Plus,2011,Benzin & LPG,Manuel,128000,Sedan,101,1401,Forward,Beyaz,Owner
Ankara,Yenimahalle,45999,Chevrolet,Cruze,1.6 Design Edition Plus,2011,Benzin & LPG,Manuel,129000,Sedan,101,1401,Forward,Beyaz,Owner
İstanbul,Beykoz,1012650,Audi,S Serisi,S8 4.0 TFSI Quattro,2015,Benzin,Yarı Otomatik,27000,Sedan,520,3993,4WD,Siyah,Dealer
Trabzon,Ortahisar,25250,BMW,3 Serisi,316i Standart,1990,Benzin & LPG,Manuel,185000,Sedan,99,1596,Back,Füme,Owner
Ankara,Çankaya,63000,Skoda,Octavia,1.6 TDI Ambition,2013,Dizel,Manuel,124000,Sedan,105,1598,Forward,Beyaz,Owner
Sakarya,Erenler,189500,Audi,A4,A4 allroad quattro 2.0 TDI,2015,Dizel,Yarı Otomatik,75000,Station Wagon,177,1968,4WD,Gri,Dealer
İstanbul,Beşiktaş,450000,Porsche,911,Carrera 4S,2011,Benzin,Yarı Otomatik,43000,Coupe,385,3800,4WD,Beyaz,Dealer
İstanbul,Beşiktaş,450000,Porsche,911,Carrera 4S,2011,Benzin,Yarı Otomatik,43000,Coupe,385,3800,4WD,Beyaz,Dealer
Muğla,Fethiye,46000,Skoda,Fabia,1.4 Optimal,2012,Benzin & LPG,Manuel,66000,Hatchback 5 kapı,85,1390,Forward,Beyaz,Owner
Malatya,Yeşilyurt,28900,Seat,Leon,1.6 Reference,2008,Benzin & LPG,Manuel,260000,Hatchback 5 kapı,102,1595,Forward,Kırmızı,Owner
Malatya,Yeşilyurt,28900,Seat,Leon,1.6 Reference,2008,Benzin & LPG,Manuel,260000,Hatchback 5 kapı,102,1595,Forward,Kırmızı,Owner
Adana,Seyhan,61750,Mini,Cooper S,1.6,2008,Benzin,Manuel,61000,Hatchback 3 kapı,175,1598,Forward,Kırmızı,Dealer
Konya,Selçuklu,22000,Opel,Corsa,1.4 Comfort,2001,Benzin & LPG,Manuel,235000,Hatchback 3 kapı,76,1201,Forward,Kırmızı,Owner
Kayseri,Kocasinan,22750,Peugeot,206,1.4 Feline,2006,Benzin & LPG,Manuel,149000,Hatchback 5 kapı,75,1360,Forward,Bordo,Dealer
İstanbul,Bakırköy,116000,Volvo,S60,1.6 D Advance,2014,Dizel,Yarı Otomatik,98000,Sedan,115,1560,Forward,Beyaz,Owner
İstanbul,Pendik,165000,BMW,5 Serisi,525d xDrive M Sport,2012,Dizel,Yarı Otomatik,168000,Sedan,218,1995,4WD,Siyah,Dealer
Antalya,Alanya,51000,Volvo,S80,2.0 T,2006,Benzin,Otomatik,182000,Sedan,180,1984,Forward,Gri,Dealer
Ankara,Etimesgut,23250,Mercedes - Benz,260,260 E,1987,Benzin,Manuel,287000,Sedan,160,2599,Back,Yeşil,Owner
İstanbul,Fatih,51000,Honda,Civic,1.4 Sport,2010,Benzin,Otomatik,81000,Hatchback 5 kapı,100,1339,Forward,Siyah,Owner
Amasya,Merzifon,55000,Toyota,Corolla,1.6 Elegant,2010,Benzin,Otomatik,127000,Sedan,124,1598,Forward,Füme,Dealer
İzmir,Karabağlar,43600,BMW,3 Serisi,320i,2001,Benzin & LPG,Yarı Otomatik,275000,Sedan,151,1801,Back,Gümüş Gri,Owner
İzmir,Karabağlar,43000,BMW,3 Serisi,320i,2001,Benzin & LPG,Yarı Otomatik,275000,Sedan,151,1801,Back,Gümüş Gri,Owner
Antalya,Muratpaşa,132500,Audi,A3,A3 Sportback 1.6 TDI Ambiente ,2015,Dizel,Otomatik,33000,Hatchback 5 kapı,101,1401,Forward,Beyaz,Owner
İstanbul,Kağıthane,190000,Mercedes - Benz,C,C 200 d BlueTEC Avantgarde,2016,Dizel,Otomatik,14000,Sedan,126,1401,Back,Beyaz,Dealer
İstanbul,Kağıthane,190000,Mercedes - Benz,C,C 200 d BlueTEC Avantgarde,2016,Dizel,Otomatik,14000,Sedan,126,1401,Back,Beyaz,Dealer
Osmaniye,Merkez,19500,Peugeot,206,1.4 XR,2002,Dizel,Manuel,280000,Hatchback 5 kapı,51,1201,Forward,Gümüş Gri,Dealer
Konya,Akşehir,52000,Chevrolet,Cruze,2.0 D LT,2012,Dizel,Otomatik,137000,Hatchback 5 kapı,163,1991,Forward,Beyaz,Dealer
Sakarya,Akyazı,76000,Mercedes - Benz,C,C 180 Komp. BlueEfficiency Fascination,2009,Benzin & LPG,Yarı Otomatik,177000,Sedan,156,1597,Back,Beyaz,Owner
İstanbul,Tuzla,115000,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2012,Benzin,Yarı Otomatik,94915,Sedan,211,1984,4WD,Beyaz,Dealer
Elazığ,Merkez,49700,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011,Dizel,Manuel,147270,Hatchback 5 kapı,76,1201,Forward,Gri,Owner
Bursa,Gürsu,20500,Chevrolet,Lacetti,1.6 SE,2005,Benzin & LPG,Manuel,163000,Hatchback 5 kapı,51,1401,Forward,Gümüş Gri,Owner
Gaziantep,Şehitkamil,45000,Ford,Focus,1.6 TDCi Titanium,2010,Dizel,Manuel,197000,Sedan,101,1401,Forward,Gümüş Gri,Dealer
Niğde,Merkez,12000,Ford,Escort,1.6 CLX,1997,Benzin & LPG,Manuel,150000,Sedan,90,1597,Forward,Gri,Dealer
Adana,Seyhan,14900,Skoda,Felicia,1.3 GLXi,1997,Benzin & LPG,Manuel,198000,Station Wagon,51,1201,Forward,Beyaz,Dealer
Gaziantep,Şehitkamil,30900,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,197000,Sedan,90,1248,Forward,Gümüş Gri,Dealer
Ankara,Akyurt,35000,Mercedes - Benz,A,A 150 Avantgarde,2005,Benzin & LPG,Manuel,215000,Hatchback 5 kapı,95,1498,Forward,Siyah,Dealer
Ankara,Sincan,116500,Mercedes - Benz,C,C 180 Komp. BlueEfficiency AMG,2012,Benzin,Yarı Otomatik,81000,Sedan,156,1597,Back,Beyaz,Owner
Ankara,Sincan,117000,Mercedes - Benz,C,C 180 Komp. BlueEfficiency AMG,2012,Benzin,Yarı Otomatik,82000,Sedan,156,1597,Back,Beyaz,Owner
İstanbul,Şişli,1043265,Ferrari,California,4.3,2010,Benzin,Otomatik,26438,Cabrio,451,4001,Back,Füme,Dealer
Antalya,Kepez,30750,Seat,Ibiza,1.4 Copa,2011,Benzin,Manuel,100000,Hatchback 5 kapı,85,1390,Forward,Kırmızı,Dealer
İstanbul,Pendik,38500,Fiat,Linea,1.3 Multijet Active Plus,2014,Dizel,Manuel,120000,Sedan,95,1248,Forward,Beyaz,Dealer
İstanbul,Beylikdüzü,125000,Audi,A3,A3 Sedan 1.6 TDI Ambition,2014,Dizel,Yarı Otomatik,91000,Sedan,105,1598,Forward,Bordo,Dealer
Ankara,Çankaya,24450,Peugeot,206,1.4 X-Line,2005,Benzin,Otomatik,161200,Hatchback 5 kapı,75,1360,Forward,Kırmızı,Dealer
Ankara,Çankaya,24450,Peugeot,206,1.4 X-Line,2005,Benzin,Otomatik,161200,Hatchback 5 kapı,75,1360,Forward,Kırmızı,Dealer
Ankara,Çankaya,25950,Peugeot,206,1.4 X-Line,2005,Benzin,Otomatik,161200,Hatchback 5 kapı,75,1360,Forward,Kırmızı,Dealer
İstanbul,Pendik,74950,Hyundai,Elantra,1.6 CRDi Elite,2014,Dizel,Otomatik,82000,Sedan,126,1401,Forward,Bordo,Dealer
Bursa,Gürsu,33500,BMW,5 Serisi,520i Standart,1997,Benzin & LPG,Otomatik,320000,Sedan,150,1991,Back,Turkuaz,Owner
Ankara,Mamak,76500,Audi,A4,A4 Sedan,2010,Benzin,Yarı Otomatik,137000,Sedan,120,1798,Forward,Gümüş Gri,Owner
Karaman,Merkez,235000,BMW,5 Serisi,525d xDrive Exclusive,2012,Dizel,Yarı Otomatik,188000,Sedan,218,1995,4WD,Şampanya,Dealer
Tekirdağ,Kapaklı,20000,Opel,Corsa,1.4 Comfort,2001,Benzin,Manuel,150000,Hatchback 3 kapı,76,1201,Forward,Lacivert,Owner
Düzce,Merkez,85000,Mercedes - Benz,S,S 350 350 L,2003,Benzin & LPG,Yarı Otomatik,288000,Sedan,245,3724,Back,Siyah,Dealer
Kocaeli,İzmit,165850,Audi,A5,A5 Sportback 2.0 TDI,2012,Dizel,Yarı Otomatik,130000,Hatchback 5 kapı,176,1801,Forward,Beyaz,Dealer
Ankara,Altındağ,33999,Ford,Mondeo,2.0 TDCi Trend,2007,Dizel,Manuel,160000,Sedan,126,1801,Forward,Gümüş Gri,Owner
Kayseri,Kocasinan,87750,Volkswagen,VW CC 1.4 TSi,1.4,2013,Benzin,Yarı Otomatik,63000,Coupe,160,1390,Forward,Beyaz,Dealer
Ankara,Çankaya,108000,Audi,A4,A4 Avant 2.0 TDI,2011,Dizel,Yarı Otomatik,170000,Station Wagon,143,1968,Forward,Beyaz,Owner
Adana,Seyhan,12500,Tofaş,Murat,124,1975,Benzin & LPG,Manuel,150000,Sedan,51,1201,Back,Mavi,Dealer
Adana,Seyhan,87000,Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,2012,Dizel,Yarı Otomatik,144000,Sedan,140,1968,Forward,Gümüş Gri,Dealer
İstanbul,Bağcılar,289000,Porsche,Panamera,Panamera 4S,2010,Benzin,Yarı Otomatik,201000,Hatchback 5 kapı,400,4806,Back,Beyaz,Dealer
İstanbul,Beşiktaş,435000,Porsche,911,Carrera,2011,Benzin,Otomatik,74000,Cabrio,326,3501,Back,Beyaz,Dealer
İstanbul,Beşiktaş,435000,Porsche,911,Carrera,2011,Benzin,Otomatik,74000,Cabrio,326,3501,Back,Beyaz,Dealer
Adıyaman,Merkez,38500,Peugeot,308,1.6 VTi Comfort,2008,Benzin & LPG,Manuel,96500,Hatchback 5 kapı,101,1401,Forward,Siyah,Owner
İzmir,Bayraklı,7250,Suzuki,Maruti,800,2000,Benzin & LPG,Manuel,110000,Hatchback 5 kapı,50,1200,Forward,Mavi,Owner
Antalya,Konyaaltı,20250,Chevrolet,Aveo,1.2 S,2008,Benzin,Manuel,131000,Hatchback 5 kapı,51,1200,Forward,Beyaz,Owner
Kayseri,Melikgazi,32500,Mercedes - Benz,A,A 160 Avantgarde,2001,Benzin & LPG,Yarı Otomatik,175000,Hatchback 5 kapı,102,1598,Forward,Kahverengi,Dealer
İstanbul,Beykoz,147550,Mercedes - Benz,C,C 220 CDI Avantgarde,2015,Dizel,Otomatik,52500,Sedan,176,2001,Forward,Siyah,Owner
İstanbul,Beyoğlu,178500,BMW,5 Serisi,520i Premium,2015,Benzin,Yarı Otomatik,30400,Sedan,151,1401,Back,Siyah,Owner
